date,ticker,open,high,low,close,adjusted_close,volume,sma_short,sma_long,vix
2022-04-13,AMZN,150.01849365234375,156.02499389648438,149.60000610351562,155.54100036621094,155.54100036621094,53390000,153.93909912109376,161.43589935302734,21.81999969482422
2022-04-14,AMZN,155.38999938964844,155.89700317382812,151.4720001220703,151.7064971923828,151.7064971923828,51598000,152.72349853515624,161.15927429199218,22.700000762939453
2022-04-18,AMZN,151.52349853515625,154.0395050048828,150.25050354003906,152.78500366210938,152.78500366210938,46514000,152.38840026855468,160.7359992980957,22.170000076293945
2022-04-19,AMZN,152.0294952392578,158.6490020751953,151.55050659179688,158.11549377441406,158.11549377441406,54926000,153.78710021972657,160.56719894409179,21.3700008392334
2022-04-20,AMZN,157.6024932861328,157.6024932861328,153.60350036621094,153.9980010986328,153.9980010986328,59630000,154.42919921875,160.02264862060548,20.31999969482422
2022-04-21,AMZN,154.71400451660156,156.73800659179688,147.58949279785156,148.29600524902344,148.29600524902344,63970000,152.9802001953125,159.26704864501954,22.68000030517578
2022-04-22,AMZN,148.25,149.61500549316406,143.69749450683594,144.35000610351562,144.35000610351562,73078000,151.50890197753907,158.30207366943358,28.209999084472656
2022-04-25,AMZN,144.0229949951172,146.22149658203125,142.30650329589844,146.07400512695312,146.07400512695312,61874000,150.1667022705078,157.36709899902343,27.020000457763672
2022-04-26,AMZN,144.8000030517578,144.8560028076172,138.92950439453125,139.39100646972656,139.39100646972656,77530000,146.42180480957032,155.88712463378906,33.52000045776367
2022-04-27,AMZN,140.19149780273438,141.94850158691406,135.7834930419922,138.16700744628906,138.16700744628906,71336000,143.25560607910157,154.3297248840332,31.600000381469727
2022-04-28,AMZN,142.17799377441406,145.9375,140.3000030517578,144.59649658203125,144.59649658203125,117316000,142.5157043457031,153.24449996948243,29.989999771118164
2022-04-29,AMZN,129.8489990234375,130.76100158691406,121.625,124.28150177001953,124.28150177001953,272662000,138.50200347900392,151.3087001800537,33.400001525878906
2022-05-02,AMZN,122.4010009765625,124.66799926757812,118.375,124.5,124.5,148788000,134.18720245361328,149.35570030212403,32.34000015258789
2022-05-03,AMZN,124.05349731445312,126.22049713134766,122.82499694824219,124.25350189208984,124.25350189208984,79134000,131.15970153808593,147.15105056762695,29.25
2022-05-04,AMZN,123.5999984741211,126.0,119.18299865722656,125.92849731445312,125.92849731445312,110746000,128.71199951171874,145.24472579956054,25.420000076293945
2022-05-05,AMZN,123.0,123.4990005493164,115.07250213623047,116.40699768066406,116.40699768066406,144392000,123.07409973144532,143.12727584838868,31.200000762939453
2022-05-06,AMZN,114.8499984741211,119.05049896240234,113.08149719238281,114.77249908447266,114.77249908447266,124260000,121.17229919433593,140.9766757965088,30.190000534057617
2022-05-09,AMZN,111.3125,114.0,107.95700073242188,108.78900146484375,108.78900146484375,128124000,118.03009948730468,138.6931011199951,34.75
2022-05-10,AMZN,111.25,112.64250183105469,107.1709976196289,108.85900115966797,108.85900115966797,105434000,114.95119934082031,136.57995147705077,32.9900016784668
2022-05-11,AMZN,108.10350036621094,110.15599822998047,104.42849731445312,105.37200164794922,105.37200164794922,109704000,110.83990020751953,134.30917625427247,32.560001373291016
2022-05-12,AMZN,102.75,110.78050231933594,102.40550231933594,106.93049621582031,106.93049621582031,132026000,108.94459991455078,131.87865104675294,31.770000457763672
2022-05-13,AMZN,109.06900024414062,113.18399810791016,107.80000305175781,113.05500030517578,113.05500030517578,93684000,108.60110015869141,129.9460762023926,28.8700008392334
2022-05-16,AMZN,113.0999984741211,113.99250030517578,110.35399627685547,110.81050109863281,110.81050109863281,74566000,109.00540008544922,127.84735107421875,27.469999313354492
2022-05-17,AMZN,113.2750015258789,115.80000305175781,111.27649688720703,115.36849975585938,115.36849975585938,76448000,110.3072998046875,125.71000137329102,26.100000381469727
2022-05-18,AMZN,111.43949890136719,112.85299682617188,106.2490005493164,107.11250305175781,107.11250305175781,108380000,110.65540008544922,123.36572647094727,30.959999084472656
2022-05-19,AMZN,106.28050231933594,110.03399658203125,106.19300079345703,107.31900024414062,107.31900024414062,88142000,110.73310089111328,121.31687622070312,29.350000381469727
2022-05-20,AMZN,109.56849670410156,109.89800262451172,105.0094985961914,107.59100341796875,107.59100341796875,99500000,109.64030151367187,119.47892608642579,29.43000030517578
2022-05-23,AMZN,108.46099853515625,108.81900024414062,103.94999694824219,107.55699920654297,107.55699920654297,107798000,108.9896011352539,117.55307579040527,28.479999542236328
2022-05-24,AMZN,104.0250015258789,105.4000015258789,101.26000213623047,104.0999984741211,104.0999984741211,102934000,106.73590087890625,115.788525390625,29.450000762939453
2022-05-25,AMZN,103.65550231933594,108.17500305175781,103.6500015258789,106.7750015258789,106.7750015258789,93120000,106.66840057373047,114.21892509460449,28.3700008392334
2022-05-26,AMZN,107.97000122070312,112.66549682617188,107.45349884033203,111.07749938964844,111.07749938964844,93002000,107.42010040283203,112.54297523498535,27.5
2022-05-27,AMZN,113.55000305175781,115.18699645996094,112.62799835205078,115.14649963378906,115.14649963378906,93660000,108.93119964599609,112.08622512817382,25.719999313354492
2022-05-31,AMZN,116.27999877929688,121.99449920654297,115.67500305175781,120.20950317382812,120.20950317382812,144634000,111.46170043945312,111.87170028686523,26.190000534057617
2022-06-01,AMZN,122.25599670410156,125.17900085449219,120.62249755859375,121.68399810791016,121.68399810791016,127528000,114.97850036621094,111.74322509765625,25.690000534057617
2022-06-02,AMZN,121.68399810791016,125.61000061035156,120.04499816894531,125.51100158691406,125.51100158691406,100560000,118.72570037841797,111.7223503112793,24.719999313354492
2022-06-03,AMZN,124.19999694824219,124.4000015258789,121.04650115966797,122.3499984741211,122.3499984741211,97604000,120.9802001953125,112.01950035095214,24.790000915527344
2022-06-06,AMZN,125.25,128.99000549316406,123.80999755859375,124.79000091552734,124.79000091552734,135269000,122.90890045166016,112.52037544250489,25.06999969482422
2022-06-07,AMZN,122.01000213623047,124.0999984741211,120.62999725341797,123.0,123.0,85156700,123.46699981689453,113.23092536926269,24.020000457763672
2022-06-08,AMZN,122.61000061035156,123.75,120.75,121.18000030517578,121.18000030517578,64926600,123.36620025634765,113.84697532653809,23.959999084472656
2022-06-09,AMZN,119.98999786376953,121.30000305175781,116.0999984741211,116.1500015258789,116.1500015258789,67029800,121.49400024414062,114.38587532043456,26.09000015258789
2022-06-10,AMZN,113.41999816894531,114.5,109.05000305175781,109.6500015258789,109.6500015258789,87266000,118.9540008544922,114.5218505859375,27.75
2022-06-13,AMZN,104.19000244140625,106.54000091552734,101.86000061035156,103.66999816894531,103.66999816894531,99277700,114.73000030517578,114.05260047912597,34.02000045776367
2022-06-14,AMZN,104.19000244140625,104.87999725341797,101.43000030517578,102.30999755859375,102.30999755859375,69728800,110.59199981689453,113.62757530212403,32.689998626708984
2022-06-15,AMZN,103.86000061035156,109.05999755859375,103.52999877929688,107.66999816894531,107.66999816894531,85011100,107.88999938964844,113.24265022277832,29.6200008392334
2022-06-16,AMZN,104.47000122070312,104.58000183105469,102.01000213623047,103.66000366210938,103.66000366210938,82186300,105.39199981689453,113.0700252532959,32.95000076293945
2022-06-17,AMZN,102.80000305175781,106.9800033569336,102.51000213623047,106.22000122070312,106.22000122070312,99772100,104.70599975585938,113.01507530212402,31.1299991607666
2022-06-21,AMZN,108.19999694824219,111.62999725341797,103.55999755859375,108.68000030517578,108.68000030517578,70901200,105.70800018310547,113.06952514648438,30.190000534057617
2022-06-22,AMZN,107.43000030517578,112.12999725341797,107.0199966430664,108.94999694824219,108.94999694824219,60040100,107.03600006103515,113.13917503356933,28.950000762939453
2022-06-23,AMZN,110.38999938964844,113.0,107.93000030517578,112.44000244140625,112.44000244140625,64345300,107.99000091552735,113.5561752319336,29.049999237060547
2022-06-24,AMZN,112.37999725341797,116.70999908447266,111.43000030517578,116.45999908447266,116.45999908447266,69867600,110.55,114.04042510986328,27.229999542236328
2022-06-27,AMZN,117.08999633789062,117.9800033569336,112.69999694824219,113.22000122070312,113.22000122070312,62133200,111.95,114.14755020141601,26.950000762939453
2022-06-28,AMZN,113.5,114.8499984741211,107.04000091552734,107.4000015258789,107.4000015258789,74942900,111.69400024414062,113.76022529602051,28.360000610351562
2022-06-29,AMZN,107.37999725341797,110.98999786376953,106.91000366210938,108.91999816894531,108.91999816894531,66375300,111.68800048828125,113.19575004577636,28.15999984741211
2022-06-30,AMZN,108.11000061035156,108.18000030517578,102.5199966430664,106.20999908447266,106.20999908447266,97679400,110.44199981689454,112.42205009460449,28.709999084472656
2022-07-01,AMZN,106.29000091552734,109.75,105.8499984741211,109.55999755859375,109.55999755859375,73021200,109.06199951171875,111.62449989318847,26.700000762939453
2022-07-05,AMZN,107.5999984741211,114.08000183105469,106.31999969482422,113.5,113.5,76583700,109.11799926757813,111.18199996948242,27.540000915527344
2022-07-06,AMZN,113.20999908447266,115.4800033569336,112.01000213623047,114.33000183105469,114.33000183105469,66958900,110.50399932861328,110.65900001525878,26.729999542236328
2022-07-07,AMZN,113.8499984741211,116.98999786376953,113.48999786376953,116.33000183105469,116.33000183105469,57872300,111.98600006103516,110.32550010681152,26.079999923706055
2022-07-08,AMZN,114.5999984741211,116.58000183105469,113.69000244140625,115.54000091552734,115.54000091552734,45719700,113.8520004272461,110.0435001373291,24.639999389648438
2022-07-11,AMZN,114.08000183105469,114.30000305175781,110.87000274658203,111.75,111.75,53487600,114.29000091552734,109.82350006103516,26.170000076293945
2022-07-12,AMZN,112.16000366210938,113.2300033569336,108.33999633789062,109.22000122070312,109.22000122070312,54280300,113.43400115966797,109.80200004577637,27.290000915527344
2022-07-13,AMZN,107.02999877929688,111.77999877929688,106.01000213623047,110.4000015258789,110.4000015258789,61353800,112.64800109863282,110.13850021362305,26.81999969482422
2022-07-14,AMZN,110.23999786376953,111.18000030517578,107.58000183105469,110.62999725341797,110.62999725341797,51163100,111.50800018310547,110.55450019836425,26.399999618530273
2022-07-15,AMZN,112.5,115.58999633789062,111.58999633789062,113.55000305175781,113.55000305175781,84317800,111.11000061035156,110.84850044250489,24.229999542236328
2022-07-18,AMZN,115.0,117.23999786376953,113.1500015258789,113.76000213623047,113.76000213623047,59115400,111.51200103759766,111.35350036621094,25.299999237060547
2022-07-19,AMZN,115.69999694824219,118.94999694824219,114.02999877929688,118.20999908447266,118.20999908447266,60990000,113.31000061035157,111.95300025939942,24.5
2022-07-20,AMZN,118.62000274658203,123.4800033569336,118.31999969482422,122.7699966430664,122.7699966430664,71268300,115.78399963378907,112.65750007629394,23.8799991607666
2022-07-21,AMZN,123.19999694824219,124.8499984741211,121.26000213623047,124.62999725341797,124.62999725341797,60239900,118.58399963378906,113.44150009155274,23.110000610351562
2022-07-22,AMZN,125.01000213623047,125.5,121.3499984741211,122.41999816894531,122.41999816894531,51463800,120.35799865722656,113.94049987792968,23.030000686645508
2022-07-25,AMZN,122.69999694824219,123.63999938964844,120.02999877929688,121.13999938964844,121.13999938964844,50221300,121.83399810791016,114.17449989318848,23.360000610351562
2022-07-26,AMZN,115.79000091552734,118.1500015258789,114.52999877929688,114.80999755859375,114.80999755859375,67075100,121.15399780273438,114.25399971008301,24.690000534057617
2022-07-27,AMZN,117.30999755859375,121.9000015258789,117.16000366210938,120.97000122070312,120.97000122070312,61582000,120.79399871826172,114.93249969482422,23.239999771118164
2022-07-28,AMZN,121.56999969482422,122.83999633789062,118.08000183105469,122.27999877929688,122.27999877929688,82245500,120.3239990234375,115.60049972534179,22.329999923706055
2022-07-29,AMZN,134.89999389648438,137.64999389648438,132.41000366210938,134.9499969482422,134.9499969482422,148892900,122.82999877929687,117.03749961853028,21.329999923706055
2022-08-01,AMZN,134.9600067138672,138.8300018310547,133.50999450683594,135.38999938964844,135.38999938964844,76846900,125.67999877929688,118.32899971008301,22.84000015258789
2022-08-02,AMZN,134.72000122070312,137.44000244140625,134.08999633789062,134.16000366210938,134.16000366210938,61922400,129.55,119.36199989318848,23.93000030517578
2022-08-03,AMZN,136.2100067138672,140.49000549316406,136.0500030517578,139.52000427246094,139.52000427246094,71827800,133.26000061035157,120.62150001525879,21.950000762939453
2022-08-04,AMZN,140.5800018310547,143.55999755859375,139.5500030517578,142.57000732421875,142.57000732421875,70585000,137.31800231933593,121.93350028991699,21.440000534057617
2022-08-05,AMZN,140.10000610351562,142.86000061035156,139.60000610351562,140.8000030517578,140.8000030517578,50686900,138.48800354003907,123.19650039672851,21.149999618530273
2022-08-08,AMZN,142.0500030517578,144.22999572753906,138.2899932861328,139.41000366210938,139.41000366210938,52229000,139.29200439453126,124.57950057983399,21.290000915527344
2022-08-09,AMZN,138.0500030517578,138.9499969482422,136.2100067138672,137.8300018310547,137.8300018310547,40434700,140.0260040283203,126.01000061035157,21.770000457763672
2022-08-10,AMZN,142.89999389648438,144.60000610351562,141.00999450683594,142.69000244140625,142.69000244140625,54773800,140.66000366210938,127.62450065612794,19.739999771118164
2022-08-11,AMZN,143.86000061035156,144.49000549316406,139.75999450683594,140.63999938964844,140.63999938964844,44867300,140.2740020751953,129.12500076293946,20.200000762939453
2022-08-12,AMZN,142.0500030517578,143.57000732421875,140.1199951171875,143.5500030517578,143.5500030517578,47643500,140.82400207519532,130.62500076293946,19.530000686645508
2022-08-15,AMZN,142.8000030517578,143.75999450683594,141.49000549316406,143.17999267578125,143.17999267578125,39014600,141.5779998779297,132.096000289917,19.950000762939453
2022-08-16,AMZN,143.91000366210938,146.57000732421875,142.0,144.77999877929688,144.77999877929688,59102900,142.96799926757814,133.42450027465821,19.690000534057617
2022-08-17,AMZN,142.69000244140625,143.3800048828125,140.77999877929688,142.10000610351562,142.10000610351562,48149800,142.85,134.39100074768066,19.899999618530273
2022-08-18,AMZN,141.32000732421875,142.77000427246094,140.3800048828125,142.3000030517578,142.3000030517578,37458700,143.18200073242187,135.27450103759764,19.559999465942383
2022-08-19,AMZN,140.47000122070312,141.11000061035156,137.91000366210938,138.22999572753906,138.22999572753906,47792800,142.1179992675781,136.06500091552735,20.600000381469727
2022-08-22,AMZN,135.72000122070312,136.32000732421875,132.85000610351562,133.22000122070312,133.22000122070312,50461500,140.1260009765625,136.66900100708008,23.799999237060547
2022-08-23,AMZN,133.41000366210938,134.99000549316406,132.9499969482422,133.6199951171875,133.6199951171875,36252100,137.8940002441406,137.60950088500977,24.110000610351562
2022-08-24,AMZN,132.75,135.47000122070312,132.10000610351562,133.8000030517578,133.8000030517578,38627000,136.23399963378907,138.2510009765625,22.81999969482422
2022-08-25,AMZN,135.25999450683594,137.4199981689453,134.27999877929688,137.27999877929688,137.27999877929688,37496300,135.22999877929686,139.0010009765625,21.780000686645508
2022-08-26,AMZN,136.5500030517578,137.8300018310547,130.5,130.75,130.75,53322700,133.73399963378907,138.7910011291504,25.559999465942383
2022-08-29,AMZN,129.89999389648438,131.9499969482422,128.77000427246094,129.7899932861328,129.7899932861328,48101600,133.047998046875,138.5110008239746,26.209999084472656
2022-08-30,AMZN,131.25,132.07000732421875,126.8499984741211,128.72999572753906,128.72999572753906,49203000,132.06999816894532,138.2395004272461,26.209999084472656
2022-08-31,AMZN,129.4499969482422,130.58999633789062,126.73999786376953,126.7699966430664,126.7699966430664,53648700,130.66399688720702,137.60200004577638,25.8700008392334
2022-09-01,AMZN,126.0,128.02000427246094,123.66000366210938,127.81999969482422,127.81999969482422,56636100,128.7719970703125,136.86449966430663,25.559999465942383
2022-09-02,AMZN,129.5,131.3800048828125,126.38999938964844,127.51000213623047,127.51000213623047,57429800,128.1239974975586,136.19999961853028,25.469999313354492
2022-09-06,AMZN,127.91999816894531,128.6199951171875,124.73999786376953,126.11000061035156,126.11000061035156,43888600,127.38799896240235,135.53499946594238,26.90999984741211
2022-09-07,AMZN,126.12000274658203,129.82000732421875,125.4000015258789,129.47999572753906,129.47999572753906,47900300,127.53799896240234,135.1174991607666,24.639999389648438
2022-09-08,AMZN,127.72000122070312,130.27999877929688,127.0999984741211,129.82000732421875,129.82000732421875,43988500,128.14800109863282,134.47399940490723,23.610000610351562
2022-09-09,AMZN,130.91000366210938,133.69000244140625,130.75999450683594,133.27000427246094,133.27000427246094,49387600,129.23800201416014,134.10549964904786,22.790000915527344
2022-09-12,AMZN,134.10000610351562,136.49000549316406,134.0,136.4499969482422,136.4499969482422,53826900,131.0260009765625,133.75049934387206,23.8700008392334
2022-09-13,AMZN,131.00999450683594,131.39999389648438,126.2699966430664,126.81999969482422,126.81999969482422,72694000,131.16800079345703,132.93249969482423,27.270000457763672
2022-09-14,AMZN,127.36000061035156,128.83999633789062,126.33000183105469,128.5500030517578,128.5500030517578,45316800,130.98200225830078,132.12099990844726,26.15999984741211
2022-09-15,AMZN,127.37999725341797,130.3699951171875,125.5,126.27999877929688,126.27999877929688,52887200,130.2740005493164,131.32999954223632,26.270000457763672
