date,ticker,open,high,low,close,adjusted_close,volume,vix
2020-09-25,AMZN,152.7429962158203,155.07699584960938,149.9499969482422,154.75650024414062,154.75650024414062,92304000,26.3799991607666
2020-09-28,AMZN,157.4425048828125,158.7519989013672,155.85850524902344,158.70249938964844,158.70249938964844,84484000,26.190000534057617
2020-09-29,AMZN,158.76950073242188,159.41299438476562,156.6269989013672,157.24400329589844,157.24400329589844,69916000,26.270000457763672
2020-09-30,AMZN,157.0570068359375,160.6439971923828,156.69949340820312,157.43649291992188,157.43649291992188,97922000,26.3700008392334
2020-10-01,AMZN,160.39999389648438,161.1999969482422,158.60000610351562,161.06300354003906,161.06300354003906,99438000,26.700000762939453
2020-10-02,AMZN,157.68150329589844,159.7899932861328,156.14999389648438,156.25,156.25,112262000,27.6299991607666
2020-10-05,AMZN,157.29200744628906,160.12649536132812,157.04249572753906,159.9600067138672,159.9600067138672,75506000,27.959999084472656
2020-10-06,AMZN,158.25,159.10000610351562,154.5,154.9980010986328,154.9980010986328,101738000,29.479999542236328
2020-10-07,AMZN,156.75,160.0,156.6195068359375,159.7845001220703,159.7845001220703,86188000,28.059999465942383
2020-10-08,AMZN,161.24949645996094,161.6645050048828,158.74949645996094,159.52749633789062,159.52749633789062,63482000,26.360000610351562
2020-10-09,AMZN,160.5,164.44949340820312,159.89149475097656,164.33250427246094,164.33250427246094,98158000,25.0
2020-10-12,AMZN,167.4969940185547,174.81199645996094,166.9774932861328,172.14649963378906,172.14649963378906,167284000,25.06999969482422
2020-10-13,AMZN,173.39950561523438,174.61900329589844,171.21099853515625,172.18150329589844,172.18150329589844,114894000,26.06999969482422
2020-10-14,AMZN,172.35000610351562,173.24400329589844,167.0,168.1855010986328,168.1855010986328,116254000,26.399999618530273
2020-10-15,AMZN,164.60049438476562,167.79400634765625,164.0,166.9324951171875,166.9324951171875,104468000,26.969999313354492
2020-10-16,AMZN,168.1614990234375,169.98300170898438,158.0,163.635498046875,163.635498046875,129488000,27.40999984741211
2020-10-19,AMZN,164.98049926757812,166.4499969482422,159.63699340820312,160.36050415039062,160.36050415039062,104472000,29.18000030517578
2020-10-20,AMZN,161.11399841308594,163.3000030517578,159.60049438476562,160.85049438476562,160.85049438476562,90194000,29.350000381469727
2020-10-21,AMZN,160.625,161.69400024414062,158.0,159.2469940185547,159.2469940185547,91854000,28.649999618530273
2020-10-22,AMZN,159.49349975585938,159.9375,156.0970001220703,158.82000732421875,158.82000732421875,84240000,28.110000610351562
2020-10-23,AMZN,159.5500030517578,160.26649475097656,157.0,160.22000122070312,160.22000122070312,69334000,27.549999237060547
2020-10-26,AMZN,159.93699645996094,164.1490020751953,157.6649932861328,160.3520050048828,160.3520050048828,118024000,32.459999084472656
2020-10-27,AMZN,161.2469940185547,164.58299255371094,160.56500244140625,164.31649780273438,164.31649780273438,85820000,33.349998474121094
2020-10-28,AMZN,162.46499633789062,163.2010040283203,158.12350463867188,158.13900756835938,158.13900756835938,111766000,40.279998779296875
2020-10-29,AMZN,160.06350708007812,162.8625030517578,158.1999969482422,160.55050659179688,160.55050659179688,131930000,37.59000015258789
2020-10-30,AMZN,157.8874969482422,158.35000610351562,150.9499969482422,151.8074951171875,151.8074951171875,167728000,38.02000045776367
2020-11-02,AMZN,153.08700561523438,153.98550415039062,147.50599670410156,150.2239990234375,150.2239990234375,145148000,37.130001068115234
2020-11-03,AMZN,150.92649841308594,153.7449951171875,149.0489959716797,152.42050170898438,152.42050170898438,97958000,35.54999923706055
2020-11-04,AMZN,157.99949645996094,162.24249267578125,156.9864959716797,162.05799865722656,162.05799865722656,136780000,29.56999969482422
2020-11-05,AMZN,165.99850463867188,168.33999633789062,164.44400024414062,166.10000610351562,166.10000610351562,115786000,27.579999923706055
2020-11-06,AMZN,165.23199462890625,166.10000610351562,161.60000610351562,165.56849670410156,165.56849670410156,92946000,24.860000610351562
2020-11-09,AMZN,161.55149841308594,164.4499969482422,155.60549926757812,157.18699645996094,157.18699645996094,143808000,25.75
2020-11-10,AMZN,154.75100708007812,155.6999969482422,150.9739990234375,151.75100708007812,151.75100708007812,131820000,24.799999237060547
2020-11-11,AMZN,153.08900451660156,156.95750427246094,152.5,156.8695068359375,156.8695068359375,87338000,23.450000762939453
2020-11-12,AMZN,157.99749755859375,158.79400634765625,154.30250549316406,155.51400756835938,155.51400756835938,87240000,25.350000381469727
2020-11-13,AMZN,156.10000610351562,157.08599853515625,154.26950073242188,156.4405059814453,156.4405059814453,75124000,23.100000381469727
2020-11-16,AMZN,154.66000366210938,157.13499450683594,153.63450622558594,156.55299377441406,156.55299377441406,76174000,22.450000762939453
2020-11-17,AMZN,159.177001953125,159.46249389648438,156.76300048828125,156.7830047607422,156.7830047607422,68894000,22.709999084472656
2020-11-18,AMZN,156.6999969482422,157.0,155.2550048828125,155.2729949951172,155.2729949951172,58336000,23.84000015258789
2020-11-19,AMZN,155.2655029296875,156.25,154.04600524902344,155.8509979248047,155.8509979248047,60206000,23.110000610351562
2020-11-20,AMZN,155.8509979248047,156.64450073242188,154.90249633789062,154.97000122070312,154.97000122070312,67488000,23.700000762939453
2020-11-23,AMZN,155.8350067138672,156.9875030517578,153.2729949951172,154.91949462890625,154.91949462890625,94178000,22.65999984741211
2020-11-24,AMZN,155.02499389648438,156.71249389648438,154.31300354003906,155.9029998779297,155.9029998779297,72042000,21.639999389648438
2020-11-25,AMZN,157.093505859375,159.89999389648438,157.01300048828125,159.2534942626953,159.2534942626953,75808000,21.25
2020-11-27,AMZN,160.56300354003906,160.8094940185547,159.50250244140625,159.76699829101562,159.76699829101562,47858000,20.84000015258789
2020-11-30,AMZN,160.4239959716797,161.41949462890625,156.27749633789062,158.40199279785156,158.40199279785156,81278000,20.56999969482422
2020-12-01,AMZN,159.4250030517578,162.44749450683594,157.85899353027344,161.00399780273438,161.00399780273438,90740000,20.770000457763672
2020-12-02,AMZN,161.08250427246094,161.60000610351562,158.66299438476562,160.17649841308594,160.17649841308594,62586000,21.170000076293945
2020-12-03,AMZN,160.2729949951172,161.4320068359375,159.0655059814453,159.3365020751953,159.3365020751953,57840000,21.280000686645508
2020-12-04,AMZN,159.91050720214844,159.91050720214844,157.93800354003906,158.12899780273438,158.12899780273438,58272000,20.790000915527344
2020-12-07,AMZN,157.82400512695312,159.03799438476562,157.08450317382812,157.89999389648438,157.89999389648438,55026000,21.299999237060547
2020-12-08,AMZN,157.94500732421875,159.2064971923828,156.00100708007812,158.864501953125,158.864501953125,65726000,20.68000030517578
2020-12-09,AMZN,158.39450073242188,158.72149658203125,154.39999389648438,155.2100067138672,155.2100067138672,82016000,22.270000457763672
2020-12-10,AMZN,154.44949340820312,157.10499572753906,153.8000030517578,155.07449340820312,155.07449340820312,60604000,22.520000457763672
2020-12-11,AMZN,154.83299255371094,155.93350219726562,153.64100646972656,155.8209991455078,155.8209991455078,61294000,23.309999465942383
2020-12-14,AMZN,157.14999389648438,159.52349853515625,156.3000030517578,157.84849548339844,157.84849548339844,83116000,24.719999313354492
2020-12-15,AMZN,159.05050659179688,159.4250030517578,156.52450561523438,158.25599670410156,158.25599670410156,66390000,22.889999389648438
2020-12-16,AMZN,158.80050659179688,162.35000610351562,158.1840057373047,162.04800415039062,162.04800415039062,88552000,22.5
2020-12-17,AMZN,162.5,163.17550659179688,161.0500030517578,161.8040008544922,161.8040008544922,69486000,21.93000030517578
2020-12-18,AMZN,162.19949340820312,162.4709930419922,158.5800018310547,160.08250427246094,160.08250427246094,119914000,21.56999969482422
2020-12-21,AMZN,160.00050354003906,161.34849548339844,158.3000030517578,160.3090057373047,160.3090057373047,76736000,25.15999984741211
2020-12-22,AMZN,160.14199829101562,161.10000610351562,159.00399780273438,160.3260040283203,160.3260040283203,47388000,24.229999542236328
2020-12-23,AMZN,160.25,160.50650024414062,159.20849609375,159.2635040283203,159.2635040283203,41876000,23.309999465942383
2020-12-24,AMZN,159.69500732421875,160.10000610351562,158.4499969482422,158.63450622558594,158.63450622558594,29038000,21.530000686645508
2020-12-28,AMZN,159.6999969482422,165.1999969482422,158.63450622558594,164.197998046875,164.197998046875,113736000,21.700000762939453
2020-12-29,AMZN,165.4969940185547,167.53250122070312,164.06100463867188,166.10000610351562,166.10000610351562,97458000,23.079999923706055
2020-12-30,AMZN,167.0500030517578,167.10499572753906,164.12350463867188,164.29249572753906,164.29249572753906,64186000,22.770000457763672
2020-12-31,AMZN,163.75,164.14599609375,162.05999755859375,162.84649658203125,162.84649658203125,59144000,22.75
2021-01-04,AMZN,163.5,163.60000610351562,157.2010040283203,159.3314971923828,159.3314971923828,88228000,26.969999313354492
2021-01-05,AMZN,158.30050659179688,161.16900634765625,158.2530059814453,160.92550659179688,160.92550659179688,53110000,25.34000015258789
2021-01-06,AMZN,157.32400512695312,159.87550354003906,156.55799865722656,156.91900634765625,156.91900634765625,87896000,25.06999969482422
2021-01-07,AMZN,157.85000610351562,160.427001953125,157.75,158.10800170898438,158.10800170898438,70290000,22.3700008392334
2021-01-08,AMZN,159.0,159.53199768066406,157.11000061035156,159.13499450683594,159.13499450683594,70754000,21.559999465942383
2021-01-11,AMZN,157.40049743652344,157.81900024414062,155.5,155.7104949951172,155.7104949951172,73668000,24.079999923706055
2021-01-12,AMZN,156.0,157.10699462890625,154.3000030517578,156.04150390625,156.04150390625,70292000,23.329999923706055
2021-01-13,AMZN,156.4219970703125,159.49749755859375,156.10400390625,158.29449462890625,158.29449462890625,66424000,22.209999084472656
2021-01-14,AMZN,158.37600708007812,158.89999389648438,156.0294952392578,156.37350463867188,156.37350463867188,61418000,23.25
2021-01-15,AMZN,156.1510009765625,157.12750244140625,154.7584991455078,155.21249389648438,155.21249389648438,84880000,24.34000015258789
2021-01-19,AMZN,155.35000610351562,157.25,154.8000030517578,156.03799438476562,156.03799438476562,66102000,23.239999771118164
2021-01-20,AMZN,159.09950256347656,163.99000549316406,158.75,163.16900634765625,163.16900634765625,106196000,21.579999923706055
2021-01-21,AMZN,164.64999389648438,167.42750549316406,164.47850036621094,165.34950256347656,165.34950256347656,98722000,21.31999969482422
2021-01-22,AMZN,165.2154998779297,166.0955047607422,164.1580047607422,164.6114959716797,164.6114959716797,56438000,21.90999984741211
2021-01-25,AMZN,166.4250030517578,168.1945037841797,162.15750122070312,164.6999969482422,164.6999969482422,74996000,23.190000534057617
2021-01-26,AMZN,164.8179931640625,166.89999389648438,164.14349365234375,166.30650329589844,166.30650329589844,59104000,23.020000457763672
2021-01-27,AMZN,167.07449340820312,167.3260040283203,160.35400390625,161.62899780273438,161.62899780273438,93204000,37.209999084472656
2021-01-28,AMZN,161.7519989013672,165.08399963378906,161.4344940185547,161.88099670410156,161.88099670410156,62984000,30.209999084472656
2021-01-29,AMZN,161.5,161.84950256347656,159.2274932861328,160.30999755859375,160.30999755859375,85872000,33.09000015258789
2021-02-01,AMZN,162.1179962158203,167.51300048828125,161.75149536132812,167.1439971923828,167.1439971923828,83204000,30.239999771118164
2021-02-02,AMZN,169.0,171.38699340820312,168.05650329589844,169.0,169.0,141972000,25.559999465942383
2021-02-03,AMZN,171.25050354003906,171.6999969482422,165.43099975585938,165.62649536132812,165.62649536132812,141776000,22.90999984741211
2021-02-04,AMZN,166.5,167.35000610351562,163.8874969482422,166.5500030517578,166.5500030517578,73414000,21.770000457763672
2021-02-05,AMZN,165.9499969482422,168.85000610351562,165.135498046875,167.6074981689453,167.6074981689453,72416000,20.8700008392334
2021-02-08,AMZN,167.9250030517578,168.25,165.1999969482422,166.14700317382812,166.14700317382812,65148000,21.239999771118164
2021-02-09,AMZN,165.62449645996094,166.89999389648438,164.89199829101562,165.25,165.25,44070000,21.6299991607666
2021-02-10,AMZN,165.6999969482422,165.8975067138672,162.6999969482422,164.32899475097656,164.32899475097656,63032000,21.989999771118164
2021-02-11,AMZN,164.60000610351562,164.60000610351562,162.4029998779297,163.10650634765625,163.10650634765625,46028000,21.25
2021-02-12,AMZN,162.5,164.0124969482422,161.66549682617188,163.885498046875,163.885498046875,46706000,19.969999313354492
2021-02-16,AMZN,162.70249938964844,165.4149932861328,162.67950439453125,163.44749450683594,163.44749450683594,51494000,21.459999084472656
2021-02-17,AMZN,163.17999267578125,166.04550170898438,162.97500610351562,165.4320068359375,165.4320068359375,65950000,21.5
2021-02-18,AMZN,164.12100219726562,166.89999389648438,163.69700622558594,166.4114990234375,166.4114990234375,60548000,22.489999771118164
2021-02-19,AMZN,166.4114990234375,166.6750030517578,162.28750610351562,162.4949951171875,162.4949951171875,86104000,22.049999237060547
2021-02-22,AMZN,160.406494140625,161.61599731445312,158.61300659179688,159.03700256347656,159.03700256347656,70314000,23.450000762939453
2021-02-23,AMZN,156.35150146484375,160.2364959716797,154.67999267578125,159.72500610351562,159.72500610351562,93544000,23.110000610351562
2021-02-24,AMZN,158.33749389648438,158.56149291992188,156.2689971923828,157.97650146484375,157.97650146484375,60226000,21.34000015258789
2021-02-25,AMZN,156.83700561523438,158.91299438476562,152.38800048828125,152.85800170898438,152.85800170898438,90676000,28.889999389648438
2021-02-26,AMZN,154.75999450683594,156.1219940185547,151.8350067138672,154.64649963378906,154.64649963378906,85518000,27.950000762939453
2021-03-01,AMZN,156.39450073242188,157.47799682617188,154.89950561523438,157.3070068359375,157.3070068359375,54582000,23.350000381469727
2021-03-02,AMZN,157.17349243164062,158.17599487304688,154.3560028076172,154.72650146484375,154.72650146484375,51916000,24.100000381469727
2021-03-03,AMZN,154.0590057373047,155.38900756835938,149.75,150.25,150.25,79774000,26.670000076293945
2021-03-04,AMZN,150.60000610351562,152.906494140625,147.27149963378906,148.8784942626953,148.8784942626953,109632000,28.56999969482422
2021-03-05,AMZN,150.25,150.4499969482422,144.0500030517578,150.0229949951172,150.0229949951172,107772000,24.65999984741211
2021-03-08,AMZN,150.75,153.22950744628906,147.5655059814453,147.59750366210938,147.59750366210938,83700000,25.469999313354492
2021-03-09,AMZN,150.89950561523438,154.54800415039062,150.25750732421875,153.1425018310547,153.1425018310547,80600000,24.030000686645508
2021-03-10,AMZN,154.92250061035156,155.822998046875,151.50250244140625,152.8820037841797,152.8820037841797,60250000,22.559999465942383
2021-03-11,AMZN,155.20050048828125,156.58900451660156,154.14649963378906,155.67950439453125,155.67950439453125,55528000,21.90999984741211
2021-03-12,AMZN,153.75,154.94900512695312,152.27499389648438,154.47450256347656,154.47450256347656,48438000,20.690000534057617
2021-03-15,AMZN,153.72850036621094,154.11199951171875,151.60450744628906,154.08399963378906,154.08399963378906,58272000,20.030000686645508
2021-03-16,AMZN,155.24850463867188,156.44549560546875,153.79299926757812,154.59300231933594,154.59300231933594,50776000,19.790000915527344
2021-03-17,AMZN,153.66099548339844,158.65249633789062,153.51100158691406,156.7864990234375,156.7864990234375,62372000,19.229999542236328
2021-03-18,AMZN,155.0500030517578,155.8314971923828,151.25,151.39950561523438,151.39950561523438,72992000,21.579999923706055
2021-03-19,AMZN,151.4615020751953,153.864501953125,150.8314971923828,153.7480010986328,153.7480010986328,92508000,20.950000762939453
2021-03-22,AMZN,153.3925018310547,156.32899475097656,153.00250244140625,155.5435028076172,155.5435028076172,58044000,18.8799991607666
2021-03-23,AMZN,156.35000610351562,159.10000610351562,156.04249572753906,156.875,156.875,76346000,20.299999237060547
2021-03-24,AMZN,157.552001953125,158.0155029296875,154.25750732421875,154.35350036621094,154.35350036621094,59180000,21.200000762939453
2021-03-25,AMZN,153.64950561523438,155.48899841308594,151.85699462890625,152.31300354003906,152.31300354003906,71270000,19.809999465942383
2021-03-26,AMZN,152.2030029296875,152.83299255371094,149.8000030517578,152.60150146484375,152.60150146484375,66258000,18.860000610351562
2021-03-29,AMZN,152.77200317382812,154.5625,151.42250061035156,153.7864990234375,153.7864990234375,54920000,20.739999771118164
2021-03-30,AMZN,153.50050354003906,153.64999389648438,151.6999969482422,152.76449584960938,152.76449584960938,46752000,19.610000610351562
2021-03-31,AMZN,153.2030029296875,155.9665069580078,153.125,154.70399475097656,154.70399475097656,61878000,19.399999618530273
2021-04-01,AMZN,155.89700317382812,158.1219940185547,155.77749633789062,158.0500030517578,158.0500030517578,58806000,17.329999923706055
2021-04-05,AMZN,158.64999389648438,161.79800415039062,158.06199645996094,161.3365020751953,161.3365020751953,66698000,17.90999984741211
2021-04-06,AMZN,161.1875,162.36549377441406,160.8520050048828,161.1909942626953,161.1909942626953,50756000,18.1200008392334
2021-04-07,AMZN,161.69000244140625,165.1804962158203,161.1824951171875,163.96949768066406,163.96949768066406,66924000,17.15999984741211
2021-04-08,AMZN,165.5449981689453,166.22500610351562,164.60000610351562,164.96499633789062,164.96499633789062,56242000,16.950000762939453
2021-04-09,AMZN,165.23500061035156,168.61000061035156,164.44500732421875,168.61000061035156,168.61000061035156,86830000,16.690000534057617
2021-04-12,AMZN,167.760498046875,169.7519989013672,167.5574951171875,168.96949768066406,168.96949768066406,65636000,16.90999984741211
2021-04-13,AMZN,170.04249572753906,171.60000610351562,169.781494140625,170.0,170.0,66316000,16.649999618530273
2021-04-14,AMZN,170.20199584960938,170.2064971923828,166.3000030517578,166.64999389648438,166.64999389648438,62904000,16.989999771118164
2021-04-15,AMZN,168.5500030517578,169.85000610351562,167.60000610351562,168.95449829101562,168.95449829101562,64672000,16.56999969482422
2021-04-16,AMZN,169.0,170.33999633789062,167.7794952392578,169.9720001220703,169.9720001220703,63720000,16.25
2021-04-19,AMZN,169.51649475097656,171.79649353027344,168.00799560546875,168.60049438476562,168.60049438476562,54508000,17.290000915527344
2021-04-20,AMZN,168.67999267578125,169.14950561523438,165.8000030517578,166.7344970703125,166.7344970703125,52460000,18.68000030517578
2021-04-21,AMZN,165.8000030517578,168.14300537109375,165.1905059814453,168.1009979248047,168.1009979248047,44224000,17.5
2021-04-22,AMZN,168.58399963378906,168.64349365234375,165.07249450683594,165.45199584960938,165.45199584960938,51612000,18.709999084472656
2021-04-23,AMZN,165.9550018310547,168.75,165.4250030517578,167.04400634765625,167.04400634765625,63856000,17.329999923706055
2021-04-26,AMZN,167.39999389648438,171.42250061035156,166.5469970703125,170.4499969482422,170.4499969482422,97614000,17.639999389648438
2021-04-27,AMZN,172.17349243164062,173.0,169.90049743652344,170.8715057373047,170.8715057373047,76542000,17.559999465942383
2021-04-28,AMZN,171.74000549316406,174.49400329589844,171.25,172.9250030517578,172.9250030517578,92638000,17.280000686645508
2021-04-29,AMZN,175.2550048828125,175.72250366210938,171.75,173.5655059814453,173.5655059814453,153648000,17.610000610351562
2021-04-30,AMZN,176.25599670410156,177.6999969482422,173.125,173.37100219726562,173.37100219726562,140186000,18.610000610351562
2021-05-03,AMZN,174.2364959716797,174.33250427246094,168.63499450683594,169.32449340820312,169.32449340820312,117510000,18.309999465942383
2021-05-04,AMZN,167.8094940185547,168.3990020751953,163.60650634765625,165.593505859375,165.593505859375,108788000,19.479999542236328
2021-05-05,AMZN,166.9429931640625,167.73500061035156,163.21800231933594,163.52699279785156,163.52699279785156,74226000,19.149999618530273
2021-05-06,AMZN,163.5,165.72000122070312,162.36000061035156,165.31849670410156,165.31849670410156,88954000,18.389999389648438
2021-05-07,AMZN,165.95449829101562,166.54449462890625,164.45350646972656,164.58050537109375,164.58050537109375,94206000,16.690000534057617
2021-05-10,AMZN,164.11599731445312,164.14999389648438,159.5,159.52450561523438,159.52450561523438,116772000,19.65999984741211
2021-05-11,AMZN,156.81399536132812,161.89999389648438,156.36849975585938,161.19549560546875,161.19549560546875,92396000,21.84000015258789
2021-05-12,AMZN,159.25,160.39700317382812,156.65499877929688,157.5970001220703,157.5970001220703,98728000,27.59000015258789
2021-05-13,AMZN,159.27349853515625,160.19200134277344,156.64999389648438,158.07350158691406,158.07350158691406,67018000,23.1299991607666
2021-05-14,AMZN,159.2779998779297,161.4429931640625,159.14999389648438,161.14500427246094,161.14500427246094,66500000,18.809999465942383
2021-05-17,AMZN,162.29649353027344,164.6374969482422,161.72950744628906,163.51950073242188,163.51950073242188,74478000,19.719999313354492
2021-05-18,AMZN,164.62899780273438,165.60000610351562,161.51849365234375,161.61399841308594,161.61399841308594,56568000,21.34000015258789
2021-05-19,AMZN,159.75,161.7375030517578,159.1999969482422,161.58999633789062,161.58999633789062,53594000,22.18000030517578
2021-05-20,AMZN,162.22000122070312,162.98399353027344,161.8090057373047,162.38400268554688,162.38400268554688,52664000,20.670000076293945
2021-05-21,AMZN,162.5,162.83450317382812,159.85049438476562,160.1540069580078,160.1540069580078,82098000,20.149999618530273
2021-05-24,AMZN,160.77499389648438,162.8975067138672,160.52499389648438,162.24949645996094,162.24949645996094,48456000,18.399999618530273
2021-05-25,AMZN,163.33349609375,163.99099731445312,160.68800354003906,162.95249938964844,162.95249938964844,65222000,18.84000015258789
2021-05-26,AMZN,163.72950744628906,164.7864990234375,162.92550659179688,163.25799560546875,163.25799560546875,47680000,17.360000610351562
2021-05-27,AMZN,162.8000030517578,163.01800537109375,161.5019989013672,161.5054931640625,161.5054931640625,51224000,16.739999771118164
2021-05-28,AMZN,162.10000610351562,162.39950561523438,160.98500061035156,161.15350341796875,161.15350341796875,46596000,16.760000228881836
2021-06-01,AMZN,162.1750030517578,162.5489959716797,160.4530029296875,160.9324951171875,160.9324951171875,48600000,17.899999618530273
2021-06-02,AMZN,161.15499877929688,161.75,160.39999389648438,161.69949340820312,161.69949340820312,40290000,17.479999542236328
2021-06-03,AMZN,160.2115020751953,160.7220001220703,159.20150756835938,159.35049438476562,159.35049438476562,47966000,18.040000915527344
2021-06-04,AMZN,160.60000610351562,161.0500030517578,159.9405059814453,160.31100463867188,160.31100463867188,44994000,16.420000076293945
2021-06-07,AMZN,159.8665008544922,160.39999389648438,158.61000061035156,159.90049743652344,159.90049743652344,44316000,16.420000076293945
2021-06-08,AMZN,161.1304931640625,163.97650146484375,160.90049743652344,163.20550537109375,163.20550537109375,68334000,17.06999969482422
2021-06-09,AMZN,163.64349365234375,164.87899780273438,163.53500366210938,164.0574951171875,164.0574951171875,49110000,17.889999389648438
2021-06-10,AMZN,164.10049438476562,167.5500030517578,164.0574951171875,167.4824981689453,167.4824981689453,69530000,16.100000381469727
2021-06-11,AMZN,167.4824981689453,168.32899475097656,166.67250061035156,167.3415069580078,167.3415069580078,56348000,15.649999618530273
2021-06-14,AMZN,167.3415069580078,169.25,166.77499389648438,169.19349670410156,169.19349670410156,51394000,16.389999389648438
2021-06-15,AMZN,169.1999969482422,169.84950256347656,168.15550231933594,169.156494140625,169.156494140625,48524000,17.020000457763672
2021-06-16,AMZN,169.60000610351562,171.3175048828125,168.02650451660156,170.7624969482422,170.7624969482422,84056000,18.149999618530273
2021-06-17,AMZN,170.15899658203125,174.86000061035156,170.0500030517578,174.46200561523438,174.46200561523438,102730000,17.75
2021-06-18,AMZN,173.99949645996094,175.35000610351562,173.6855010986328,174.34500122070312,174.34500122070312,104954000,20.700000762939453
2021-06-21,AMZN,173.8209991455078,174.10000610351562,171.6999969482422,172.697998046875,172.697998046875,65542000,17.889999389648438
