date,decision_id,configuration_id,actual_profitable_class,realised_market_return,ma_signal,ma_vote,ma_buy,ma_probability,ma_confidence,sm_recommendation,sm_vote,sm_buy,sm_probability,sm_confidence,rm_recommendation,rm_vote,rm_buy,rm_risk_score,rm_risk_level,rm_confidence,buy_vote_count,required_buy_votes,final_vote,consensus_category,decision_source,supporting_agents,dissenting_agents,trade_executed,entry_price,exit_price,gross_return,transaction_cost_return,slippage_return,net_return,capital_before,capital_after,reflection_category,agent_agreement_score,evidence_completeness_score,traceability_score,confidence_consistency_score,execution_completeness_score,explainability_score
2026-03-02,decision_58a2330dd0c94645b9894654935dc7bd,CONFIG_4_MA_SM_RM_EX_RF,1,0.017763638839887352,NO_TRADE,NO_TRADE,0,0.30668021731106626,0.6383056562383281,NEUTRAL,NO_TRADE,0,0.47179440272649037,0.6232994096487652,REJECT,NO_TRADE,0,0.7200699734190666,HIGH,0.10120852135828565,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101338.99451593957,101338.99451593957,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5457288042515402,1.0,0.931859320637731
2026-03-03,decision_8ad9ee75658e428eafcb54aec2714236,CONFIG_4_MA_SM_RM_EX_RF,1,0.02670655118085835,NO_TRADE,NO_TRADE,0,0.38858129960549026,0.566589087796606,NEUTRAL,NO_TRADE,0,0.4666698155134942,0.6156434557244768,REJECT,NO_TRADE,0,0.6477949680576001,MODERATE,0.1644811146696115,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101338.99451593957,101338.99451593957,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5510954472697687,1.0,0.9326643170904653
2026-03-04,decision_cb60d969e48d4555ae1c92445c4ff447,CONFIG_4_MA_SM_RM_EX_RF,1,0.029155642891527334,NO_TRADE,NO_TRADE,0,0.5536761659861306,0.5112144254692705,SUPPORT,BUY,1,0.4852892075566226,0.5240366032420886,REJECT,NO_TRADE,0,0.5658745636260677,MODERATE,0.17686864370791217,1,2,NO_TRADE,SINGLE_BUY,MAJORITY_CONSENSUS,SM,MA|RM,False,,,0.0,0.0,0.0,0.0,101338.99451593957,101338.99451593957,NO_TRADE_REVIEW,0.3333333333333333,1.0,1.0,0.5959601091935762,1.0,0.8060606830457031
2026-03-05,decision_9952249cb955461e88863a73d41bab8a,CONFIG_4_MA_SM_RM_EX_RF,1,0.012698278218796932,NO_TRADE,NO_TRADE,0,0.47760422005380265,0.4852707076369139,SUPPORT,BUY,1,0.532767248097245,0.5873763160198359,APPROVE,BUY,1,0.5407969905235164,MODERATE,0.5,2,2,BUY,SM_RM_BUY,MAJORITY_CONSENSUS,SM|RM,MA,True,216.03399072647093,218.8852674407959,0.01370500403936159,0.0005,-0.0005067258205646574,0.012698278218796932,101338.99451593957,102625.82526271611,CONSISTENT_SUCCESS,0.3333333333333333,1.0,1.0,0.5242156745522499,1.0,0.7952990178495042
2026-03-06,decision_73a9278bab4d4b5d99545de1f2153726,CONFIG_4_MA_SM_RM_EX_RF,0,-0.00927518531029653,NO_TRADE,NO_TRADE,0,0.3573920337436033,0.6135082422797945,SUPPORT,BUY,1,0.4691287258730628,0.5556437803498137,APPROVE,BUY,1,0.635920948127927,MODERATE,0.5,2,2,BUY,SM_RM_BUY,MAJORITY_CONSENSUS,SM|RM,MA,True,215.0437529945374,213.1567042121887,-0.008279448968866121,0.0005,-0.0004957363414304083,-0.00927518531029653,102625.82526271611,101673.9517157823,CONSISTENT_FAILURE,0.3333333333333333,1.0,1.0,0.4436159924567973,1.0,0.7832090655351863
2026-03-09,decision_4062e60055844f479fc0b2172fd62113,CONFIG_4_MA_SM_RM_EX_RF,1,0.013438181346125233,NO_TRADE,NO_TRADE,0,0.5665971307532214,0.5415537895373277,NEUTRAL,NO_TRADE,0,0.5247048111212445,0.5299194289776488,REJECT,NO_TRADE,0,0.6236465641823358,MODERATE,0.08993313251203289,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.6128645496576635,1.0,0.9419296824486495
2026-03-10,decision_244a9784a64c4828bb5d54e4b5069c3a,CONFIG_4_MA_SM_RM_EX_RF,0,-0.00034657933184362123,NO_TRADE,NO_TRADE,0,0.7212890878854794,0.6625006461284417,NEUTRAL,NO_TRADE,0,0.5022338375301445,0.5205758956804405,APPROVE,BUY,1,0.6145086270920238,MODERATE,0.5,1,2,NO_TRADE,SINGLE_BUY,MAJORITY_CONSENSUS,RM,MA|SM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,0.3333333333333333,1.0,1.0,0.5610255139362941,1.0,0.8008204937571107
2026-03-11,decision_2b2cab08afc64483952be597739f2935,CONFIG_4_MA_SM_RM_EX_RF,0,-0.015178555195288046,NO_TRADE,NO_TRADE,0,0.2903562750984641,0.6689185955404219,NEUTRAL,NO_TRADE,0,0.4735906010676584,0.5645202849951099,REJECT,NO_TRADE,0,0.663161260245318,HIGH,0.13757612888166135,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.4570050031390643,1.0,0.9185507504708597
2026-03-12,decision_0a1c29b5b7864297990f3fff5f7a42f9,CONFIG_4_MA_SM_RM_EX_RF,0,-0.005085481381416901,NO_TRADE,NO_TRADE,0,0.6494357660220178,0.6057245209849362,NEUTRAL,NO_TRADE,0,0.5137739910571983,0.5845380928138049,REJECT,NO_TRADE,0,0.5760196369863703,MODERATE,0.06722076079568291,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.419161124864808,1.0,0.9128741687297212
2026-03-13,decision_ab28a33bde1b4d37858920075e0a79dd,CONFIG_4_MA_SM_RM_EX_RF,0,-0.010250543782633403,NO_TRADE,NO_TRADE,0,0.6065082707995321,0.5705494783070467,NEUTRAL,NO_TRADE,0,0.5481871859391044,0.5644760693034366,REJECT,NO_TRADE,0,0.6485233766815336,MODERATE,0.05822661288133937,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.3977507201639409,1.0,0.9096626080245911
2026-03-16,decision_1d618b8914854714bf42a5c6d311fc88,CONFIG_4_MA_SM_RM_EX_RF,1,0.015262686592654562,NO_TRADE,NO_TRADE,0,0.2680457292223941,0.6615674757124428,NEUTRAL,NO_TRADE,0,0.5285744711602954,0.5668247126138722,REJECT,NO_TRADE,0,0.6740895473683337,HIGH,0.07322392436735708,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5661279624354427,1.0,0.9349191943653163
2026-03-17,decision_490d462780d24cfc8f1aa65989b7023a,CONFIG_4_MA_SM_RM_EX_RF,1,0.010177645149047121,NO_TRADE,NO_TRADE,0,0.37016124903487074,0.5946453530784781,NEUTRAL,NO_TRADE,0,0.49260278065627744,0.541837926904285,REJECT,NO_TRADE,0,0.5016236001095475,MODERATE,0.03282557369171293,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.610230382108508,1.0,0.9415345573162762
2026-03-18,decision_ff66e909f3eb4de3a11e3d5ba5a2a2dc,CONFIG_4_MA_SM_RM_EX_RF,0,-0.019968547990238228,BUY_CANDIDATE,BUY,1,0.7112680180025328,0.6542301213194548,NEUTRAL,NO_TRADE,0,0.4894735013951039,0.5681592845939936,REJECT,NO_TRADE,0,0.406022726984096,MODERATE,0.08539395334605983,1,2,NO_TRADE,SINGLE_BUY,MAJORITY_CONSENSUS,MA,SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,0.3333333333333333,1.0,1.0,0.4359277864198361,1.0,0.7820558346296421
2026-03-19,decision_76669a7fb562421fb537b6e63c0c3444,CONFIG_4_MA_SM_RM_EX_RF,1,0.007206186894040234,NO_TRADE,NO_TRADE,0,0.5586890852070853,0.529954336550698,NEUTRAL,NO_TRADE,0,0.5092540675614026,0.602946697848262,REJECT,NO_TRADE,0,0.5591707528733507,MODERATE,0.04422053948925746,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.6076261420372608,1.0,0.9411439213055891
2026-03-20,decision_0bdee0e539854b6eb7f120ac45c6364b,CONFIG_4_MA_SM_RM_EX_RF,0,-0.010782826300789361,NO_TRADE,NO_TRADE,0,0.6824169517946526,0.6218277127582384,NEUTRAL,NO_TRADE,0,0.5375530213095694,0.5556353048622836,REJECT,NO_TRADE,0,0.4031929789278585,MODERATE,0.1084444401703367,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.42863581926361954,1.0,0.9142953728895429
2026-03-23,decision_28078b9257ac4996bd12337462493105,CONFIG_4_MA_SM_RM_EX_RF,1,0.0006676551436909932,NO_TRADE,NO_TRADE,0,0.6665896275405031,0.6001285024609198,NEUTRAL,NO_TRADE,0,0.5245695119879503,0.5338092661273318,REJECT,NO_TRADE,0,0.40499119477989554,MODERATE,0.09737291126286741,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5895631067162936,1.0,0.9384344660074441
2026-03-24,decision_d8a4279af00b4084af4f5f2b8e5ed695,CONFIG_4_MA_SM_RM_EX_RF,0,-0.004412409575563159,NO_TRADE,NO_TRADE,0,0.7014265150461477,0.6271833754773815,NEUTRAL,NO_TRADE,0,0.46908491680769854,0.6050752994725354,REJECT,NO_TRADE,0,0.4174829707684415,MODERATE,0.04155458599169916,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.42460442031387197,1.0,0.9136906630470808
2026-03-25,decision_15d6d7c8fdab4211a9824807f15c710a,CONFIG_4_MA_SM_RM_EX_RF,0,-0.00029116747228702345,NO_TRADE,NO_TRADE,0,0.5870858396061728,0.5433156467904755,NEUTRAL,NO_TRADE,0,0.48119324489790427,0.6329428569882454,REJECT,NO_TRADE,0,0.41425789926546536,MODERATE,0.06019410061365912,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.41215086813079327,1.0,0.911822630219619
2026-03-26,decision_879c20ac9b0f4aa29f74478671b40ad6,CONFIG_4_MA_SM_RM_EX_RF,0,-0.015569328976065389,NO_TRADE,NO_TRADE,0,0.5231834878475142,0.5004282443791811,NEUTRAL,NO_TRADE,0,0.46980871559733983,0.5782867839333653,REJECT,NO_TRADE,0,0.40072450593489733,MODERATE,0.04479867352557747,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.3745045672793746,1.0,0.9061756850919062
2026-03-27,decision_b90c6626ded24ab5b0e2435a360fada3,CONFIG_4_MA_SM_RM_EX_RF,0,-0.03546878440423312,NO_TRADE,NO_TRADE,0,0.489999909817467,0.5063643978937031,NEUTRAL,NO_TRADE,0,0.481462159691387,0.6131815599897594,REJECT,NO_TRADE,0,0.4125039210692091,MODERATE,0.0459359043461411,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.3884939540765346,1.0,0.9082740931114802
2026-03-30,decision_a582a98b1cd746989a8379dbd5f186a4,CONFIG_4_MA_SM_RM_EX_RF,0,-0.003629088141097802,NO_TRADE,NO_TRADE,0,0.39417662623437283,0.5741499339189876,NEUTRAL,NO_TRADE,0,0.48105809086421897,0.5464325464449279,REJECT,NO_TRADE,0,0.44241065326099827,MODERATE,0.0638233739846567,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.39480195144952407,1.0,0.9092202927174285
2026-03-31,decision_ec91f4f0c54a4a31bccc7d0b02253c56,CONFIG_4_MA_SM_RM_EX_RF,1,0.015686912839910805,NO_TRADE,NO_TRADE,0,0.6013409763163667,0.5656896762139809,NEUTRAL,NO_TRADE,0,0.5065595728458232,0.5453955651814228,APPROVE,BUY,1,0.746526967460198,HIGH,0.5,1,2,NO_TRADE,SINGLE_BUY,MAJORITY_CONSENSUS,RM,MA|SM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,0.3333333333333333,1.0,1.0,0.4629715862015321,1.0,0.7861124045968965
2026-04-01,decision_2c22aa2ac73c4ef1a88efb9320c782a4,CONFIG_4_MA_SM_RM_EX_RF,0,-0.0003824073677270441,NO_TRADE,NO_TRADE,0,0.357227177796297,0.6072417294488612,NEUTRAL,NO_TRADE,0,0.45875817387272244,0.6351763455536203,REJECT,NO_TRADE,0,0.725276540495674,HIGH,0.04279325579508381,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.4284037769325218,1.0,0.9142605665398783
2026-04-02,decision_bd11839fb82c4dc48ea70014c23870ca,CONFIG_4_MA_SM_RM_EX_RF,1,0.014630978505258463,NO_TRADE,NO_TRADE,0,0.13283284275714588,0.7868551123504559,NEUTRAL,NO_TRADE,0,0.43415184130006995,0.6696693155292857,REJECT,NO_TRADE,0,0.6764153442787812,HIGH,0.012510902177479116,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5103215566475932,1.0,0.926548233497139
2026-04-06,decision_38175187091348e1bb334716fa1f91ca,CONFIG_4_MA_SM_RM_EX_RF,1,0.013244622439884723,NO_TRADE,NO_TRADE,0,0.39239887671178664,0.579658510370515,NEUTRAL,NO_TRADE,0,0.4358117374024338,0.6401043871523896,REJECT,NO_TRADE,0,0.6184098322227412,MODERATE,0.06385559565790597,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5721271689397298,1.0,0.9358190753409594
2026-04-07,decision_2046c7e1fda244e7be9dd227fd036d73,CONFIG_4_MA_SM_RM_EX_RF,1,0.010971030243894286,NO_TRADE,NO_TRADE,0,0.4961520159877144,0.4972717831697643,NEUTRAL,NO_TRADE,0,0.5093383094989015,0.5269222817106538,REJECT,NO_TRADE,0,0.5738701265093903,MODERATE,0.11109463365643431,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.6215704338210493,1.0,0.9432355650731573
2026-04-08,decision_ffc11846de3143489987202ebeab9b8e,CONFIG_4_MA_SM_RM_EX_RF,0,-0.012344098111242097,NO_TRADE,NO_TRADE,0,0.17267390357558404,0.7410668043507943,NEUTRAL,NO_TRADE,0,0.49200039112597965,0.5663302760741254,REJECT,NO_TRADE,0,0.84220445072771,HIGH,0.06946477878177255,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.45895395306889747,1.0,0.9188430929603346
2026-04-09,decision_8c0b5f07b97b44108f74ed244c9c984b,CONFIG_4_MA_SM_RM_EX_RF,1,0.03636543767905137,NO_TRADE,NO_TRADE,0,0.43190555555746724,0.5527742904446263,NEUTRAL,NO_TRADE,0,0.45309404153957844,0.6197730366093048,REJECT,NO_TRADE,0,0.5613839625180229,MODERATE,0.13249499061055342,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5649858941118384,1.0,0.9347478841167758
2026-04-10,decision_3f5a6f78d00640e5bc29142a1f6584f9,CONFIG_4_MA_SM_RM_EX_RF,1,0.012083262134574058,NO_TRADE,NO_TRADE,0,0.2239567193925443,0.7409929953929331,NEUTRAL,NO_TRADE,0,0.4155558804351671,0.6912056487640535,REJECT,NO_TRADE,0,0.6786775240462786,HIGH,0.21299913293278752,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.4516007409700753,1.0,0.9177401111455112
2026-04-13,decision_b650ed33dfd54858b1118050f9f253db,CONFIG_4_MA_SM_RM_EX_RF,1,0.009270846284627987,NO_TRADE,NO_TRADE,0,0.31031601466110276,0.6343636787429192,NEUTRAL,NO_TRADE,0,0.4011489085952733,0.6550991362891476,REJECT,NO_TRADE,0,0.5173589636291754,MODERATE,0.09880862659171737,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5372428527920718,1.0,0.9305864279188107
2026-04-14,decision_95af2d55715643b7a6d1feaefb59cdb1,CONFIG_4_MA_SM_RM_EX_RF,1,0.028929756996746547,NO_TRADE,NO_TRADE,0,0.4330636062657323,0.5553852561229919,NEUTRAL,NO_TRADE,0,0.4341793549967212,0.6590800352638935,REJECT,NO_TRADE,0,0.5849544983622542,MODERATE,0.07420542141013432,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5704430957343267,1.0,0.935566464360149
2026-04-15,decision_b0d2cadc12b74d418bc57337590125f7,CONFIG_4_MA_SM_RM_EX_RF,0,-0.004007397974979676,NO_TRADE,NO_TRADE,0,0.29586065666994915,0.6397356411155952,NEUTRAL,NO_TRADE,0,0.42011171988996565,0.6569209461655123,REJECT,NO_TRADE,0,0.5268700016641766,MODERATE,0.26063277407651875,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5190964537858754,1.0,0.9278644680678813
2026-04-16,decision_0179c31e0ba4488091e506992cc98082,CONFIG_4_MA_SM_RM_EX_RF,1,0.00378628091898009,NO_TRADE,NO_TRADE,0,0.19500936895397775,0.7280458051771941,NEUTRAL,NO_TRADE,0,0.4056850848769715,0.659584162067782,REJECT,NO_TRADE,0,0.5452728611928574,MODERATE,0.10574463218180576,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5022084668577393,1.0,0.9253312700286609
2026-04-17,decision_51149ed2c07046219877b7d2abb521b6,CONFIG_4_MA_SM_RM_EX_RF,0,-0.01836445163749828,NO_TRADE,NO_TRADE,0,0.6378046968117939,0.597528524632545,NEUTRAL,NO_TRADE,0,0.498489166846148,0.5414758380929052,REJECT,NO_TRADE,0,0.49539462339548934,MODERATE,0.12101037762966854,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.42000491345170626,1.0,0.9130007370177559
2026-04-20,decision_f729b432a8dd4563ad197f77eaa24fa3,CONFIG_4_MA_SM_RM_EX_RF,0,-0.004649896160056233,NO_TRADE,NO_TRADE,0,0.6727206553608971,0.631069490722312,NEUTRAL,NO_TRADE,0,0.46531296338499795,0.6189608833154925,REJECT,NO_TRADE,0,0.5664921553271015,MODERATE,0.049862385243590754,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.43329758642713173,1.0,0.9149946379640698
2026-04-21,decision_8b110896f3c1440bafd9a7ef0c8dbcd7,CONFIG_4_MA_SM_RM_EX_RF,0,-0.021296254352690724,NO_TRADE,NO_TRADE,0,0.3058062612013488,0.6466788219478408,NEUTRAL,NO_TRADE,0,0.4434132835500315,0.6469020216685564,REJECT,NO_TRADE,0,0.6171820007947328,MODERATE,0.09044995781215276,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.4613436004761833,1.0,0.9192015400714275
2026-04-22,decision_4cc4084d3d4845a9940713f079aeb54c,CONFIG_4_MA_SM_RM_EX_RF,1,0.010561440554812174,NO_TRADE,NO_TRADE,0,0.5226592801167488,0.5188772627005407,NEUTRAL,NO_TRADE,0,0.45556228004031374,0.6450110852725279,REJECT,NO_TRADE,0,0.5707031978094943,MODERATE,0.00516421586067373,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.6103158120554193,1.0,0.9415473718083128
2026-04-23,decision_ebc6796ca39b4f668cabc9a576652687,CONFIG_4_MA_SM_RM_EX_RF,0,-0.0022130885450641342,NO_TRADE,NO_TRADE,0,0.422286176426677,0.5688950433337674,NEUTRAL,NO_TRADE,0,0.44488133864455265,0.6463172861426036,REJECT,NO_TRADE,0,0.6783123534923707,HIGH,0.05876256835362558,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.4246582992766655,1.0,0.9136987448914998
2026-04-24,decision_bef73dd1d0fc4b36b600ec4c964f5381,CONFIG_4_MA_SM_RM_EX_RF,1,0.01441659773656484,NO_TRADE,NO_TRADE,0,0.2506216148025799,0.6872001341132855,NEUTRAL,NO_TRADE,0,0.45893916551111036,0.6389722584784936,REJECT,NO_TRADE,0,0.6317797162586951,MODERATE,0.06071380897707647,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5377045994770482,1.0,0.9306556899215572
2026-04-27,decision_a06441738d074ab4bbcb3178aa665aed,CONFIG_4_MA_SM_RM_EX_RF,0,-0.009877225323523475,NO_TRADE,NO_TRADE,0,0.19527076188543968,0.7252166668973732,NEUTRAL,NO_TRADE,0,0.44562564567716123,0.6514787630764501,REJECT,NO_TRADE,0,0.685913941120781,HIGH,0.13409905585243614,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.5035981619420865,1.0,0.9255397242913129
2026-04-28,decision_4bcf48715d9b4854899b8d71e94e3e5a,CONFIG_4_MA_SM_RM_EX_RF,1,0.004067436587996187,NO_TRADE,NO_TRADE,0,0.34163435798515873,0.6184221487654876,NEUTRAL,NO_TRADE,0,0.44419387050011183,0.6502828656565882,REJECT,NO_TRADE,0,0.5980767282122914,MODERATE,0.0067625962095980985,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.574844129789442,1.0,0.9362266194684162
2026-04-29,decision_759b776fdb104d30aa375cbf74f87146,CONFIG_4_MA_SM_RM_EX_RF,1,0.01856481400146265,BUY_CANDIDATE,BUY,1,0.8174640712843894,0.7326273743905499,NEUTRAL,NO_TRADE,0,0.477274241697117,0.5815714238225664,REJECT,NO_TRADE,0,0.44380392398508606,MODERATE,0.0888711922285429,1,2,NO_TRADE,SINGLE_BUY,MAJORITY_CONSENSUS,MA,SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,0.3333333333333333,1.0,1.0,0.5323100031861137,1.0,0.7965131671445838
2026-04-30,decision_9971d84f5f724bf5bf4de33cce2c1ffc,CONFIG_4_MA_SM_RM_EX_RF,0,-0.030673563489910183,NO_TRADE,NO_TRADE,0,0.4061836664347709,0.5598010190272653,NEUTRAL,NO_TRADE,0,0.47553484068712437,0.6102251969883612,REJECT,NO_TRADE,0,0.6188601248507517,MODERATE,0.2222662993789012,0,2,NO_TRADE,UNANIMOUS_NO_TRADE,MAJORITY_CONSENSUS,,MA|SM|RM,False,,,0.0,0.0,0.0,0.0,101673.9517157823,101673.9517157823,NO_TRADE_REVIEW,1.0,1.0,1.0,0.46409750513150927,1.0,0.9196146257697264
