classifier,regressor,probability_quantile,return_quantile,probability_threshold,return_threshold,precision,recall,f1,balanced_accuracy,roc_auc,total_return,sharpe_ratio,win_rate,maximum_drawdown,number_of_trades,excess_return,excess_sharpe,classification_pass,economic_pass,objective_score
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.15000000000000002,0.5940827539928699,-0.0024839284660871765,0.38571428571428573,0.1956521739130435,0.25961538461538464,0.46088341179728604,0.46086033416412814,-0.2879923159955782,-1.952408505460917,0.38571428571428573,-0.31251986042717095,70,-0.3842399857859722,-3.799303446460087,False,False,-2.2183664227617332
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.2,0.5940827539928699,-0.0022162147155399474,0.391304347826087,0.1956521739130435,0.2608695652173913,0.4640681251730822,0.46086033416412814,-0.28544584997038025,-1.9313453581841231,0.391304347826087,-0.3100611161498975,69,-0.38169351976077426,-3.7782402991832935,False,False,-2.194968815762715
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.25,0.5940827539928699,-0.0019234694169223583,0.3880597014925373,0.18840579710144928,0.25365853658536586,0.46362965014308133,0.46086033416412814,-0.2716464646415572,-1.8327694584193632,0.3880597014925373,-0.3048173923803984,67,-0.3678941344319512,-3.6796643994185336,False,False,-2.085876947709421
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.30000000000000004,0.5940827539928699,-0.0016233779754468603,0.3939393939393939,0.18840579710144928,0.2549019607843137,0.4668143635188775,0.46086033416412814,-0.2588973127958738,-1.7390118268097934,0.3939393939393939,-0.2926488668021453,66,-0.3551449825862678,-3.5859067678089636,False,False,-1.9784314935414233
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.35000000000000003,0.5940827539928699,-0.001444046534643118,0.4,0.18840579710144928,0.2561576354679803,0.4699990768946737,0.46086033416412814,-0.25308057723611,-1.6935864359403079,0.4,-0.28709703901801786,65,-0.349328247026504,-3.540481376939478,False,False,-1.9277934056698207
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.4,0.5940827539928699,-0.0012498850336092413,0.3968253968253968,0.18115942028985507,0.24875621890547264,0.4695606018646728,0.46086033416412814,-0.2540555390487069,-1.7037223807645219,0.3968253968253968,-0.2880275987837191,63,-0.35030320883910093,-3.550617321763692,False,False,-1.9404120759465677
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.45,0.5940827539928699,-0.0010660853438552772,0.4067796610169492,0.17391304347826086,0.2436548223350254,0.4754915535862642,0.46086033416412814,-0.24132219586999148,-1.697395065174912,0.4067796610169492,-0.2758741619086742,59,-0.3375698656603855,-3.544290006174082,False,False,-1.855102063105647
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.5,0.5940827539928699,-0.000939720203934644,0.4,0.15942028985507245,0.22797927461139897,0.4746146035262624,0.46086033416412814,-0.22394222787567242,-1.5654964716733089,0.4,-0.2699790724001172,55,-0.3201898976660664,-3.412391412672479,False,False,-1.7192902944134794
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.55,0.5940827539928699,-0.0008449699357458817,0.39622641509433965,0.15217391304347827,0.2198952879581152,0.47417612849626145,0.46086033416412814,-0.218705798330607,-1.5777783010043451,0.39622641509433965,-0.2650532752608963,53,-0.314953468121001,-3.4246732420035153,False,False,-1.6917715854029283
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.6000000000000001,0.5940827539928699,-0.0007726907903248712,0.38,0.13768115942028986,0.20212765957446807,0.4701144650604634,0.46086033416412814,-0.2463501263553579,-1.8885264235609924,0.38,-0.2778743682081469,50,-0.3425977961457519,-3.7354213645601626,False,False,-1.954925052122679
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.65,0.5940827539928699,-0.0006752001723101885,0.37209302325581395,0.11594202898550725,0.17679558011049723,0.4719837533462568,0.46086033416412814,-0.27018273655590475,-2.2062806797048378,0.37209302325581395,-0.30071008980800706,43,-0.36643040634629875,-4.053175620704008,False,False,-2.1971498636239306
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.7000000000000001,0.5940827539928699,-0.0005573922872793319,0.39473684210526316,0.10869565217391304,0.17045454545454544,0.48109941844364446,0.46086033416412814,-0.21538392088577818,-1.7847122896614853,0.39473684210526316,-0.2482034408041831,38,-0.3116315906761722,-3.6316072306606557,False,False,-1.736926244376472
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.75,0.5940827539928699,-0.0004205032776743319,0.3548387096774194,0.07971014492753623,0.1301775147928994,0.4761608049478446,0.46086033416412814,-0.21772031409975057,-1.8347707090393388,0.3548387096774194,-0.2504421055804339,31,-0.3139679838901446,-3.681665650038509,False,False,-1.7875711265465841
HistGradientBoostingClassifier,ExtraTreesRegressor,0.7500000000000002,0.8,0.5940827539928699,-0.0002832780091210156,0.391304347826087,0.06521739130434782,0.11180124223602485,0.4880227083910274,0.46086033416412814,-0.1472016164864527,-1.299111530880332,0.391304347826087,-0.18287311784760685,23,-0.2434492862768467,-3.1460064718795024,False,False,-1.199872921828741
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.0,0.6206500407657646,-0.004691046109484268,0.423728813559322,0.18115942028985507,0.25380710659898476,0.4822994553678575,0.46086033416412814,-0.11577789119524484,-0.5424122637858597,0.423728813559322,-0.22341862773571242,59,-0.21202556098563885,-2.38930720478503,False,False,-0.7603309896608754
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.05,0.6206500407657646,-0.0034627421201421154,0.423728813559322,0.18115942028985507,0.25380710659898476,0.4822994553678575,0.46086033416412814,-0.11577789119524484,-0.5424122637858597,0.423728813559322,-0.22341862773571242,59,-0.21202556098563885,-2.38930720478503,False,False,-0.7603309896608754
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.1,0.6206500407657646,-0.002918004479768597,0.42105263157894735,0.17391304347826086,0.24615384615384617,0.48186098033785657,0.46086033416412814,-0.1954815596179762,-1.3214078103344062,0.42105263157894735,-0.22319595404912285,57,-0.2917292294083702,-3.1683027513335764,False,False,-1.4614220201346502
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.15000000000000002,0.6206500407657646,-0.0024839284660871765,0.42105263157894735,0.17391304347826086,0.24615384615384617,0.48186098033785657,0.46086033416412814,-0.1954815596179762,-1.3214078103344062,0.42105263157894735,-0.22319595404912285,57,-0.2917292294083702,-3.1683027513335764,False,False,-1.4614220201346502
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.2,0.6206500407657646,-0.0022162147155399474,0.42105263157894735,0.17391304347826086,0.24615384615384617,0.48186098033785657,0.46086033416412814,-0.1954815596179762,-1.3214078103344062,0.42105263157894735,-0.22319595404912285,57,-0.2917292294083702,-3.1683027513335764,False,False,-1.4614220201346502
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.25,0.6206500407657646,-0.0019234694169223583,0.42857142857142855,0.17391304347826086,0.24742268041237114,0.48504569371365275,0.46086033416412814,-0.17885199295058196,-1.20311709990292,0.42857142857142855,-0.2162489985013617,56,-0.27509966274097597,-3.0500120409020903,False,False,-1.3233786592968446
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.30000000000000004,0.6206500407657646,-0.0016233779754468603,0.43636363636363634,0.17391304347826086,0.24870466321243523,0.4882304070894489,0.46086033416412814,-0.16447856010316553,-1.099594420185793,0.43636363636363634,-0.20253016548657488,55,-0.26072622989355954,-2.9464893611849634,False,False,-1.2026740139969967
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.35000000000000003,0.6206500407657646,-0.001444046534643118,0.4444444444444444,0.17391304347826086,0.25,0.4914151204652451,0.46086033416412814,-0.1579207546137159,-1.0503833489478218,0.4444444444444444,-0.19627101783491385,54,-0.2541684244041099,-2.8972782899469918,False,False,-1.1459606210715365
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.4,0.6206500407657646,-0.0012498850336092413,0.4423076923076923,0.16666666666666666,0.24210526315789474,0.49097664543524416,0.46086033416412814,-0.15901992954800026,-1.0605065323904315,0.4423076923076923,-0.1973201337655036,52,-0.25526759933839427,-2.9074014733896014,False,False,-1.159412581580153
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.45,0.6206500407657646,-0.0010660853438552772,0.4583333333333333,0.15942028985507245,0.23655913978494625,0.49690759715683563,0.46086033416412814,-0.144664319440152,-1.02045708954827,0.4583333333333333,-0.1836183118009368,48,-0.24091198923054602,-2.8673520305474405,False,False,-1.0548918537785923
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.5,0.6206500407657646,-0.000939720203934644,0.4666666666666667,0.15217391304347827,0.22950819672131148,0.49965383550263087,0.46086033416412814,-0.12440476760968966,-0.867484737740039,0.4666666666666667,-0.1763463150405682,45,-0.22065243740008367,-2.714379678739209,False,False,-0.8888244582902194
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.55,0.6206500407657646,-0.0008449699357458817,0.46511627906976744,0.14492753623188406,0.22099447513812154,0.49921536047262993,0.46086033416412814,-0.11849671165161757,-0.8582403852833675,0.46511627906976744,-0.1707887333169581,43,-0.21474438144201158,-2.7051353262825377,False,False,-0.8517429049546661
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.6000000000000001,0.6206500407657646,-0.0007726907903248712,0.45,0.13043478260869565,0.20224719101123595,0.49515369703683193,0.46086033416412814,-0.14968671153377655,-1.1736052545962694,0.45,-0.18525426444348314,40,-0.24593438132417056,-3.0205001955954396,False,False,-1.139345893425883
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.65,0.6206500407657646,-0.0006752001723101885,0.4411764705882353,0.10869565217391304,0.1744186046511628,0.49383827194682917,0.46086033416412814,-0.18096166412498627,-1.5379176343394696,0.4411764705882353,-0.21522102445893898,34,-0.2772093339153803,-3.38481257533864,False,False,-1.4428563700559969
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.7000000000000001,0.6206500407657646,-0.0005573922872793319,0.4666666666666667,0.10144927536231885,0.16666666666666666,0.4997692236684206,0.46086033416412814,-0.14939261847667962,-1.2675131786580505,0.4666666666666667,-0.18497247293513375,30,-0.24564028826707363,-3.1144081196572206,False,False,-1.1711643371886264
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.75,0.6206500407657646,-0.0004205032776743319,0.4,0.07246376811594203,0.12269938650306748,0.48846118342102834,0.46086033416412814,-0.15583920483931368,-1.3526920329723822,0.4,-0.19114940656547474,25,-0.2520868746297077,-3.1995869739715523,False,False,-1.2632592832200842
HistGradientBoostingClassifier,ExtraTreesRegressor,0.8000000000000003,0.8,0.6206500407657646,-0.0002832780091210156,0.4090909090909091,0.06521739130434782,0.1125,0.4912074217668236,0.46086033416412814,-0.141231859227531,-1.2422881043392482,0.4090909090909091,-0.17715306814946885,22,-0.23747952901792502,-3.0891830453384186,False,False,-1.144037850158003
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.0,0.2769093201753765,-0.018681383528925868,0.468,0.8478260869565217,0.6030927835051546,0.5003461644973691,0.46086033416412814,-0.272180308755128,-0.9320273562920716,0.468,-0.39764612073048644,250,-0.368427978545522,-2.778922297291242,False,False,-1.6857165864566674
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.05,0.2769093201753765,-0.011220221795411888,0.46473029045643155,0.8115942028985508,0.5910290237467019,0.49496907597156836,0.46086033416412814,-0.2765886221025091,-0.964459076649788,0.46473029045643155,-0.41895918480760963,241,-0.3728362918929031,-2.8113540176489584,False,False,-1.733103749336293
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.1,0.2769093201753765,-0.009071713796754559,0.47186147186147187,0.7898550724637681,0.5907859078590786,0.5063925043847503,0.46086033416412814,-0.21733937936512593,-0.7088540668032509,0.47186147186147187,-0.3838713031081368,231,-0.31358704915551994,-2.555749007802421,False,False,-1.2851615432400645
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.15000000000000002,0.2769093201753765,-0.007655889145703553,0.4796380090497738,0.7681159420289855,0.5905292479108635,0.5178159327979323,0.46086033416412814,-0.16312546393634786,-0.49565231521238146,0.4796380090497738,-0.34466476601703155,221,-0.25937313372674187,-2.3425472562115517,False,False,-0.8791977855631274
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.2,0.2769093201753765,-0.00636130022705564,0.4788732394366197,0.7391304347826086,0.5811965811965812,0.5160620326779285,0.46086033416412814,-0.1637102503771498,-0.5034713533277886,0.4788732394366197,-0.3404967846504162,213,-0.2599579201675438,-2.3503662943269585,False,False,-0.8909232625928324
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.25,0.2769093201753765,-0.005266555385015697,0.47783251231527096,0.7028985507246377,0.5689149560117303,0.5138696575279239,0.46086033416412814,-0.15026003968645574,-0.45386101232108156,0.47783251231527096,-0.339230376712507,203,-0.24650770947684975,-2.3007559533202517,False,False,-0.8003665964391854
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.30000000000000004,0.2769093201753765,-0.004139716281066249,0.4816753926701571,0.6666666666666666,0.5592705167173252,0.5180467091295117,0.46086033416412814,-0.13441837486186858,-0.39693401779992654,0.4816753926701571,-0.3539679843663094,191,-0.2306660446522626,-2.2438289587990967,True,False,-0.6915720794702511
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.35000000000000003,0.2769093201753765,-0.0033630573565138983,0.47282608695652173,0.6304347826086957,0.5403726708074534,0.5063001938521186,0.46086033416412814,-0.16830902351905097,-0.5473295465835842,0.47282608695652173,-0.36498068486374335,184,-0.264556693309445,-2.3942244875827545,False,False,-0.9608803450348279
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.4,0.2769093201753765,-0.0024738381459459085,0.46745562130177515,0.572463768115942,0.5146579804560261,0.49960768023631497,0.46086033416412814,-0.14246080997815613,-0.4480637602085703,0.46745562130177515,-0.3252347289606351,169,-0.23870847976855014,-2.2949587012077406,False,False,-0.7826679205253047
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.45,0.2769093201753765,-0.0018595374655029574,0.461038961038961,0.5144927536231884,0.4863013698630137,0.4929151666205114,0.46086033416412814,-0.16739040859352428,-0.5864965549471025,0.461038961038961,-0.32752774121701156,154,-0.2636380783839183,-2.433391495946273,False,False,-0.9944674467793202
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.5,0.2769093201753765,-0.001009416988900463,0.46099290780141844,0.47101449275362317,0.4659498207885305,0.49346902981630203,0.46086033416412814,-0.16434316055204057,-0.6001678475963677,0.46099290780141844,-0.2968249778287303,141,-0.2605908303424346,-2.447062788595538,False,False,-0.9861291522494674
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.55,0.2769093201753765,-0.0005414132890820598,0.453125,0.42028985507246375,0.43609022556390975,0.4872149912304994,0.46086033416412814,-0.14467761655392042,-0.5255101067389414,0.453125,-0.2903421180715716,128,-0.24092528634431443,-2.372405047738112,False,False,-0.8581251639435789
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.6000000000000001,0.2769093201753765,0.0006012838507175389,0.4608695652173913,0.38405797101449274,0.4189723320158103,0.49457675620788333,0.46086033416412814,-0.12244209540979212,-0.43688073246006287,0.4608695652173913,-0.2612461592264965,115,-0.21868976520018613,-2.283775673459233,False,False,-0.6976484261565109
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.65,0.2769093201753765,0.001078563824749232,0.45,0.32608695652173914,0.37815126050420167,0.48788424259207974,0.46086033416412814,-0.1911087285140758,-0.9406180785414016,0.45,-0.23747703265982112,100,-0.2873563983044698,-2.7875130195405715,False,False,-1.280183006579713
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.7000000000000001,0.2769093201753765,0.0017879771412612363,0.45348837209302323,0.2826086956521739,0.3482142857142857,0.49162281916366657,0.46086033416412814,-0.13136708378993844,-0.6283501714861479,0.45348837209302323,-0.20894426797059917,86,-0.22761475358033245,-2.475245112485318,False,False,-0.8309291457449252
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.75,0.2769093201753765,0.0025303023667765275,0.4444444444444444,0.2318840579710145,0.3047619047619048,0.4885534939536601,0.46086033416412814,-0.0729346625132069,-0.3298270961089977,0.4444444444444444,-0.15573041787959396,72,-0.1691823323036009,-2.176722037108168,False,False,-0.399234500130562
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.15,0.8,0.2769093201753765,0.0033291282966078114,0.45614035087719296,0.18840579710144928,0.26666666666666666,0.4954767839010431,0.46086033416412814,0.009522829888887197,0.12815595487169643,0.45614035087719296,-0.09826941326345329,57,-0.08672483990150681,-1.7187389861274738,False,True,0.23293312270695327
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.0,0.30568956611764964,-0.018681383528925868,0.461864406779661,0.7898550724637681,0.5828877005347594,0.49046893750576936,0.46086033416412814,-0.27758075216870204,-0.9647351965725173,0.461864406779661,-0.4018924180438216,236,-0.37382842195909605,-2.8116301375716874,False,False,-1.744037705161439
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.05,0.30568956611764964,-0.011220221795411888,0.4605263157894737,0.7608695652173914,0.5737704918032787,0.4887150373857657,0.46086033416412814,-0.27909680316929486,-0.9841242963729616,0.4605263157894737,-0.42075759824374126,228,-0.37534447295968887,-2.8310192373721317,False,False,-1.7667914200865715
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.1,0.30568956611764964,-0.009071713796754559,0.4660633484162896,0.7463768115942029,0.5738161559888579,0.49739222745315237,0.46086033416412814,-0.22873907184047815,-0.7649930065078177,0.4660633484162896,-0.39284540693376313,221,-0.32498674163087216,-2.611887947506988,False,False,-1.3855759101425178
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.15000000000000002,0.30568956611764964,-0.007655889145703553,0.47417840375586856,0.7318840579710145,0.5754985754985755,0.5092541308963353,0.46086033416412814,-0.17352375848465162,-0.5439827315118875,0.47417840375586856,-0.35280740687558687,213,-0.26977142827504563,-2.3908776725110576,False,False,-0.9697040947912671
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.2,0.30568956611764964,-0.00636130022705564,0.47317073170731705,0.7028985507246377,0.565597667638484,0.5075002307763316,0.46086033416412814,-0.17410127886417903,-0.5522319197932632,0.47317073170731705,-0.3486912133171258,205,-0.27034894865457304,-2.3991268607924336,False,False,-0.9817217755080185
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.25,0.30568956611764964,-0.005266555385015697,0.4744897959183674,0.6739130434782609,0.5568862275449101,0.5089310440321241,0.46086033416412814,-0.16011864083720984,-0.49979187588523777,0.4744897959183674,-0.3468965622195672,196,-0.25636631062760384,-2.346686816884408,False,False,-0.8841290262614794
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.30000000000000004,0.30568956611764964,-0.004139716281066249,0.4782608695652174,0.6376811594202898,0.546583850931677,0.5131080956337117,0.46086033416412814,-0.14446076948164055,-0.44311513098286914,0.4782608695652174,-0.3614631855692755,184,-0.24070843927203456,-2.2900100719820395,False,False,-0.7768106748908676
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.35000000000000003,0.30568956611764964,-0.0033630573565138983,0.4689265536723164,0.6014492753623188,0.526984126984127,0.5013615803563187,0.46086033416412814,-0.17795822209832168,-0.5950656362050396,0.4689265536723164,-0.3723481177765646,177,-0.2742058918887157,-2.4419605772042097,False,False,-1.044226442784107
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.4,0.30568956611764964,-0.0024738381459459085,0.4601226993865031,0.5434782608695652,0.4983388704318937,0.4914843533647189,0.46086033416412814,-0.16839885192105164,-0.5640336686605437,0.4601226993865031,-0.345644396653353,163,-0.26464652171144565,-2.410928609659714,False,False,-0.9909079154184656
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.45,0.30568956611764964,-0.0018595374655029574,0.4527027027027027,0.4855072463768116,0.46853146853146854,0.4847918397489154,0.46086033416412814,-0.19257440339545107,-0.7077682753237987,0.4527027027027027,-0.3478680520234516,148,-0.2888220731858451,-2.554663216322969,False,False,-1.1996768937309852
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.5,0.30568956611764964,-0.001009416988900463,0.45185185185185184,0.4420289855072464,0.4468864468864469,0.485345702944706,0.46086033416412814,-0.189619325657587,-0.7258792208384583,0.45185185185185184,-0.318093957054986,135,-0.285866995447981,-2.5727741618376285,False,False,-1.1936251282173669
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.55,0.30568956611764964,-0.0005414132890820598,0.43902439024390244,0.391304347826087,0.41379310344827586,0.4759069509831072,0.46086033416412814,-0.1711128571819669,-0.6565924969131522,0.43902439024390244,-0.31227534142156077,123,-0.2673605269723609,-2.503487437912322,False,False,-1.0768103410665812
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.6000000000000001,0.30568956611764964,0.0006012838507175389,0.45045045045045046,0.36231884057971014,0.40160642570281124,0.48689190436628815,0.46086033416412814,-0.1456252107489988,-0.5512452699623255,0.45045045045045046,-0.2807623819262757,111,-0.24187288053939282,-2.3981402109614955,False,False,-0.8875617170011612
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.65,0.30568956611764964,0.001078563824749232,0.4444444444444444,0.3188405797101449,0.37130801687763715,0.4842610541862826,0.46086033416412814,-0.2055397908739527,-1.033824727041793,0.4444444444444444,-0.25108085913245737,99,-0.3017874606643467,-2.880719668040963,False,False,-1.4012794082659263
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.7000000000000001,0.30568956611764964,0.0017879771412612363,0.4470588235294118,0.2753623188405797,0.34080717488789236,0.48799963075786945,0.46086033416412814,-0.1468639697417945,-0.7240559192476594,0.4470588235294118,-0.2230571345590645,85,-0.2431116395321885,-2.5709508602468296,False,False,-0.9599075500917922
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.75,0.30568956611764964,0.0025303023667765275,0.4444444444444444,0.2318840579710145,0.3047619047619048,0.4885534939536601,0.46086033416412814,-0.0729346625132069,-0.3298270961089977,0.4444444444444444,-0.15573041787959396,72,-0.1691823323036009,-2.176722037108168,False,False,-0.399234500130562
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.2,0.8,0.30568956611764964,0.0033291282966078114,0.45614035087719296,0.18840579710144928,0.26666666666666666,0.4954767839010431,0.46086033416412814,0.009522829888887197,0.12815595487169643,0.45614035087719296,-0.09826941326345329,57,-0.08672483990150681,-1.7187389861274738,False,True,0.23293312270695327
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.0,0.3305155800542801,-0.018681383528925868,0.4479638009049774,0.717391304347826,0.5515320334261838,0.4701606203267793,0.46086033416412814,-0.3404905519512984,-1.3094634291760012,0.4479638009049774,-0.4459121892362914,221,-0.4367382217416924,-3.1563583701751714,False,False,-2.259993073124011
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.05,0.3305155800542801,-0.011220221795411888,0.44907407407407407,0.7028985507246377,0.5480225988700564,0.4724683836425736,0.46086033416412814,-0.327472311995319,-1.2542041446266783,0.44907407407407407,-0.4501867180264928,216,-0.423719981785713,-3.1010990856258482,False,False,-2.1652572028270503
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.1,0.3305155800542801,-0.009071713796754559,0.4523809523809524,0.6884057971014492,0.5459770114942529,0.4779608603341641,0.46086033416412814,-0.28970141223135026,-1.076186481018671,0.4523809523809524,-0.43106772830735074,210,-0.38594908202174427,-2.923081422017841,False,False,-1.8777357204535774
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.15000000000000002,0.3305155800542801,-0.007655889145703553,0.4603960396039604,0.6739130434782609,0.5470588235294118,0.489822763777347,0.46086033416412814,-0.23885045159285911,-0.8564565675755624,0.4603960396039604,-0.3935502482664096,202,-0.3350981213832531,-2.7033515085747326,False,False,-1.4910039407574607
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.2,0.3305155800542801,-0.00636130022705564,0.46153846153846156,0.6521739130434783,0.5405405405405406,0.4916920520631404,0.46086033416412814,-0.2323982634354247,-0.8337368184081728,0.46153846153846156,-0.384089290147998,195,-0.3286459332258187,-2.680631759407343,False,False,-1.4468966351703347
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.25,0.3305155800542801,-0.005266555385015697,0.4627659574468085,0.6304347826086957,0.5337423312883436,0.49356134034893384,0.46086033416412814,-0.22412608696900949,-0.8011852274276922,0.4627659574468085,-0.37745183502412916,188,-0.3203737567594035,-2.6480801684268624,False,False,-1.389065645353365
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.30000000000000004,0.3305155800542801,-0.004139716281066249,0.4689265536723164,0.6014492753623188,0.526984126984127,0.5013615803563187,0.46086033416412814,-0.20794918365963955,-0.7395202315111358,0.4689265536723164,-0.3886718844410615,177,-0.30419685345003356,-2.586415172510306,False,False,-1.274024626519525
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.35000000000000003,0.3305155800542801,-0.0033630573565138983,0.4588235294117647,0.5652173913043478,0.5064935064935064,0.4896150650789255,0.46086033416412814,-0.23896083542724977,-0.8981267478749366,0.4588235294117647,-0.39909299868832926,170,-0.3352085052176438,-2.7450216888741066,False,False,-1.5271943097055984
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.4,0.3305155800542801,-0.0024738381459459085,0.45222929936305734,0.5144927536231884,0.48135593220338985,0.48336102649312285,0.46086033416412814,-0.21666079813833472,-0.8030418946034814,0.45222929936305734,-0.3798623598081934,157,-0.31290846792872873,-2.6499368356026514,False,False,-1.3742493422520357
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.45,0.3305155800542801,-0.0018595374655029574,0.4405594405594406,0.45652173913043476,0.4483985765124555,0.4734837995015231,0.46086033416412814,-0.24056827260261004,-0.9658261903739457,0.4405594405594406,-0.3828919858115776,143,-0.33681594239300405,-2.8127211313731157,False,False,-1.587955515707755
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.5,0.3305155800542801,-0.001009416988900463,0.44274809160305345,0.42028985507246375,0.4312267657992565,0.47766085110311085,0.46086033416412814,-0.23279894801846857,-0.9673706220555365,0.44274809160305345,-0.35049254703425936,131,-0.3290466178088626,-2.8142655630547067,False,False,-1.5432486480785064
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.55,0.3305155800542801,-0.0005414132890820598,0.43333333333333335,0.37681159420289856,0.40310077519379844,0.47184528754730914,0.46086033416412814,-0.21240617729501443,-0.8874432808047824,0.43333333333333335,-0.34255264863899004,120,-0.30865384708540844,-2.7343382218039527,False,False,-1.4079948311215493
HistGradientBoostingClassifier,HistGradientBoostingRegressor,0.25,0.6000000000000001,0.3305155800542801,0.0006012838507175389,0.44036697247706424,0.34782608695652173,0.38866396761133604,0.479645527554694,0.46086033416412814,-0.19415268364422245,-0.8163212222099415,0.44036697247706424,-0.3174786848420539,109,-0.29040035343461645,-2.663216163209112,False,False,-1.2762080040407264
